id,model_name,primary_entity_type,source,prediction,reference_translation,reference_mention,target_rendering_strategy,official_korean_title_preferred,preserve_english_preferred,adaptation_needed,human_entity_correct,human_rendering_strategy,human_quality_label,human_metric_likely_miss,human_notes,preferred_model,human_acceptance_label,strategy_matches_target,sentence_bleu,sentence_chrf,normalized_reference_exact_match,general_bleu_pass,general_chrf_pass,primary_mention_exact_match,any_reference_mention_exact_match,primary_mention_normalized_match,any_reference_mention_normalized_match,mention_substring_recall_proxy,disagreement_category,metric_human_disagreement,korean_strategy_issue,acceptable_alias_case,both_metrics_pass,both_metrics_fail
Q3393961_0,gpt4o,Food,Is corn starch gluten-free?,옥수수 전분은 글루텐이 없나요?,옥수수 녹말은 글루텐이 없나요?,옥수수 녹말,translate,no,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,50.8133,63.049,False,True,True,False,False,False,False,0.6,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q5056486_0,gpt4o,Food,What type of meat is used in Montreal-style smoked meat?,몬트리올 스타일의 훈제 고기에는 어떤 종류의 고기가 사용됩니까?,몬트리올 스모크트 미트는 어떤 종류의 고기가 사용되나요?,몬트리올 스모크트 미트,translate,no,no,no,yes,translate,correct,no,,tie,acceptable,True,31.5598,50.0688,False,False,True,False,False,False,False,0.5,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q5056486_2,gpt4o,Food,Where did Montreal-style smoked meat originate?,몬트리올 스타일의 스모크드 미트는 어디에서 유래했나요?,스모크트 미트는 어디에서 유래했나요?,스모크트 미트,translate,no,no,no,partly,transliterate,acceptable_alias,maybe,,gpt4o_mini,acceptable,False,41.1134,71.3004,False,True,True,False,False,False,False,0.5,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q1190902_1,gpt4o,Landmark,Where is the Okhotny Ryad located?,오호트니 랴드 어디에 있나요?,오호트니랴트역은 어디에 있나요?,오호트니랴트역,transliterate,no,no,no,yes,transliterate,acceptable_alias,maybe,,gpt4o,acceptable,True,50.8133,54.9178,False,True,True,False,False,False,False,0.7143,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q1417441_0,gpt4o,Landmark,Is St Volodymyr's Cathedral in Kyiv open to the public?,키이우의 성 블라디미르 대성당은 일반인에게 개방되어 있나요?,키예프의 성 볼로디미르 대성당은 일반인에게도 개방되나요?,성 볼로디미르 대성당,transliterate,yes,no,no,yes,transliterate,correct,no,,gpt4o,acceptable,True,26.2691,50.1799,False,False,True,False,False,False,False,0.6667,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q1417441_1,gpt4o,Landmark,What architectural style is St Volodymyr's Cathedral in Kyiv?,키이우의 성 블라디미르 대성당은 어떤 건축 양식인가요?,키예프의 성 볼로디미르 대성당은 어떤 건축 양식인가요?,성 볼로디미르 대성당,transliterate,yes,no,no,yes,transliterate,correct,no,,gpt4o,acceptable,True,59.4604,78.2983,False,True,True,False,False,False,False,0.6667,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q1515426_0,gpt4o,Landmark,What type of institution is the Petro Tchaikovsky National Music Academy of Ukraine?,페트로 차이콥스키 우크라이나 국립 음악 아카데미는 어떤 종류의 기관인가요?,키예프 음악원 는 어떤 종류의 기관인가요?,키예프 음악원,translate,no,no,no,yes,translate,acceptable_alias,maybe,,gpt4o,acceptable,True,26.2691,54.1448,False,False,True,False,False,False,False,0.3333,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q2570624_0,gpt4o,Landmark,How many rooms are there in the Radisson Royal Hotel in Moscow?,모스크바의 라디슨 로얄 호텔에는 몇 개의 방이 있나요?,모스크바의 래디슨 로얄 호텔에는 몇 개의 객실이 있나요?,래디슨 로얄 호텔,transliterate,no,no,no,yes,transliterate,acceptable_alias,no,,gpt4o_mini,acceptable,True,48.5492,61.842,False,True,True,False,False,False,False,0.8571,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q2635530_2,gpt4o,Landmark,Can visitors access the Tomb of Cyrus the Great today?,오늘날 방문객들이 키루스 대왕의 묘를 방문할 수 있나요?,오늘날 방문객들이 키루스의 무덤에 접근할 수 있나요?,키루스의 무덤,translate,yes,no,no,yes,translate,acceptable_alias,maybe,,gpt4o,acceptable,True,26.5386,57.7111,False,False,True,False,False,False,False,0.5,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q4374095_2,gpt4o,Landmark,Which country does the Embassy of Estonia in Moscow represent?,모스크바에 있는 에스토니아 대사관은 어느 나라를 대표합니까?,모스크바 주재 에스토니아 대사관은 어느 나라를 대표하나요?,모스크바 주재 에스토니아 대사관,translate,yes,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,51.6973,63.9971,False,True,True,False,False,False,False,0.5714,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q73804850_2,gpt4o,Movie,When was the movie Miracle in Cell No. 7 released?,영화 《7번방의 선물》은 언제 개봉했나요?,영화 7번방의 기적은 언제 개봉했나요?,7번방의 기적,adapt,yes,no,yes,yes,translate,correct,yes,,gpt4o,acceptable,False,38.6097,56.0003,False,True,True,False,False,False,False,0.6667,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q162002_0,gpt4o,Musical work,What is the main instrument featured in Cello Concerto No. 1?,첼로 협주곡 제1번에 주로 등장하는 악기는 무엇인가요?,첼로 협주곡 1번에 등장하는 주요 악기는 무엇인가요?,첼로 협주곡 1번,translate,yes,no,no,yes,translate,correct,no,,tie,acceptable,True,32.1729,55.0846,False,False,True,False,False,False,False,0.7143,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q228057_2,gpt4o,Musical work,In what style of music was Symphony No. 38 composed?,교향곡 제38번은 어떤 음악 스타일로 작곡되었나요?,교향곡 38번은 어떤 스타일의 음악으로 작곡되었나요?,교향곡 38번,translate,yes,no,no,yes,translate,correct,no,,tie,acceptable,True,26.2691,52.0142,False,False,True,False,False,False,False,0.5,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q564288_0,gpt4o,Person,What was the significance of King Wu of Qin's reign in shaping the future of the Qin Dynasty?,진 왕 무왕의 통치는 진 왕조의 미래를 형성하는 데 있어 어떤 중요성을 가졌는가?,진 왕조의 미래를 형성하는 데 있어 진 무왕 의 통치의 중요성은 무엇이었나요?,진 무왕,translate,yes,no,yes,yes,translate,correct,no,,gpt4o_mini,acceptable,True,46.0463,50.8379,False,True,True,False,False,False,False,0.6667,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q58773_2,gpt4o,Person,"In what ways did Charles William Ferdinand, Duke of Brunswick-Wolfenbüttel impact German society and culture?",찰스 윌리엄 페르디난드 브라운슈바이크-볼펜뷔텔 공작은 독일 사회와 문화에 어떤 영향을 미쳤습니까?,브라운슈바이크 공작 카를 빌헬름 페르디난트 는 독일 사회와 문화에 어떤 영향을 미쳤나요?,브라운슈바이크 공작 카를 빌헬름 페르디난트,transliterate,yes,no,no,yes,transliterate,correct,no,,gpt4o,acceptable,True,41.7226,52.0653,False,True,True,False,False,False,False,0.3684,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q837005_2,gpt4o,Person,What is Gyro Gearloose's occupation?,자이로 기어루즈의 직업은 무엇인가요?,자이로 기어루스 의 직업은 무엇인가요?,자이로 기어루스,transliterate,no,no,no,yes,transliterate,correct,no,,gpt4o,acceptable,True,50.8133,74.0974,False,True,True,False,False,False,False,0.8571,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q312342_1,gpt4o,Place of worship,What type of place is Al-Azhar Mosque?,알라즈하르 모스크는 어떤 장소인가요?,알아즈하르 모스크는 어떤 종류의 장소인가요?,알아즈하르 모스크,transliterate,yes,no,no,yes,transliterate,correct,no,,gpt4o,acceptable,True,39.5734,58.5666,False,True,True,False,False,False,False,0.75,entity_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q60992353_0,gpt4o,TV series,When was the Qin Dynasty Epic series first aired?,진시황 에픽 시리즈는 언제 처음 방영되었나요?,진나라 서사시시리즈는 언제 처음 방영되었습니까?,진나라 서사시,adapt,yes,no,yes,partly,transliterate,acceptable_alias,yes,,gpt4o_mini,acceptable,False,61.4788,79.2704,False,True,True,False,False,False,False,0.3333,entity_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q21511960_0,gpt4o,Book,What is the format of This One Summer?,이 원 서머의 형식은 무엇인가요?,그해 여름의 형식은 무엇입니까?,그해 여름,translate,yes,no,no,no,transliterate,wrong_rendering_strategy,yes,,neither,unacceptable,False,35.9304,64.4197,False,True,True,False,False,False,False,0.0,general_metric_miss_human_rejection,True,True,False,False,False
Q19852_1,gpt4o,Fictional entity,How does the One Ring affect its bearer in J.R.R. Tolkien's stories?,J.R.R. 톨킨의 이야기에서 반지의 제왕은 그 소유자에게 어떤 영향을 미칩니까?,절대 반지는 J.R.R. 톨킨의 이야기에서 그 전달자에게 어떤 영향을 미칩니까?,절대 반지,translate,yes,no,no,no,translate,incorrect_entity,yes,,gpt4o_mini,unacceptable,True,35.0844,69.7831,False,True,True,False,False,False,False,0.5,general_metric_miss_human_rejection,True,False,False,False,False
Q756800_1,gpt4o,Food,Where does Sichuan pepper originate from?,산초는 어디에서 유래했나요?,사천 고추는 어디에서 유래했나요?,사천 고추,translate,yes,no,yes,no,adapt,wrong_rendering_strategy,yes,,neither,unacceptable,False,0.0,69.634,False,False,True,False,False,False,False,0.5,general_metric_miss_human_rejection,True,True,False,False,False
Q644677_0,gpt4o,Place of worship,When was the Şehzade Mosque built?,셰자데 모스크는 언제 지어졌나요?,셰흐자데 모스크는 언제 지어졌나요,셰흐자데 모스크,transliterate,yes,no,no,no,transliterate,wrong_rendering_strategy,yes,,gpt4o_mini,unacceptable,True,66.874,87.2913,False,True,True,False,False,False,False,0.7143,general_metric_miss_human_rejection,True,True,False,False,False
Q469930_1,gpt4o,Artwork,"Who was the author of The Secret History of the Mongols, and what inspired them to create this literary masterpiece?",『몽골비사』의 저자는 명확하지 않으며 익명으로 남아 있습니다. 이 문헌을 작성하게 된 영감은 주로 몽골 제국의 역사를 기록하는 것이었습니다.,"몽골비사의 저자는 누구였으며, 무엇이 그들이 이 문학 걸작을 만들도록 영감을 주었나요?",몽골비사,translate,yes,no,no,yes,translate,acceptable_alias,no,,tie,acceptable,True,7.5358,14.2077,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q641378_0,gpt4o,Artwork,Is The Master Builder a book or a play?,《건축가 솔네스》(The Master Builder)는 희곡입니다.,건축가 솔네스 는 책인가요 아니면 연극인가요?,건축가 솔네스,adapt,yes,no,yes,yes,adapt,correct,no,,neither,acceptable,True,22.9575,19.7931,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q1133767_0,gpt4o,Book,Can DIN connectors be easily installed and removed?,DIN 커넥터는 쉽게 설치 및 제거할 수 있습니까?,DIN 단자를 쉽게 설치하고 제거할 수 있나요?,DIN 단자,transliterate,no,no,no,yes,transliterate,correct,no,,tie,acceptable,True,23.9803,40.1315,False,False,False,False,True,False,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q877510_0,gpt4o,Book,Is The Phenomenology of Spirit considered a difficult read?,『정신현상학』은 읽기 어렵다고 여겨지나요?,정신 현상학 은 읽기 어려운 것으로 간주되나요?,정신 현상학,translate,no,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,21.7929,27.4331,False,False,False,False,False,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q877510_2,gpt4o,Book,What philosophical ideas are explored in Hegel's The Phenomenology of Spirit?,"헤겔의 『정신현상학』에서 탐구되는 철학적 사상들에는 변증법, 자의식의 발전, 주인-노예 변증법, 절대지 등의 개념들이 포함됩니다.",헤겔의 정신 현상학 에서 어떤 철학적 아이디어가 탐구되나요?,정신 현상학,translate,no,no,no,yes,translate,correct,no,,gpt4o_mini,acceptable,True,9.7824,19.9749,False,False,False,False,False,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q1074831_0,gpt4o,Book series,Is Demon Lord Dante more popular as a book series or a TV series?,《마왕 단테》는 책 시리즈와 TV 시리즈 중 어디에서 인기가 더 많은가요?,마왕 단테는 책 시리즈나 TV 시리즈로 더 인기가 있나요?,마왕 단테,translate,yes,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,14.3231,34.3743,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q1504526_0,gpt4o,Fictional entity,Is Comic Book Guy a real person or a fictional character?,코믹북 가이는 실존 인물인가요 아니면 허구의 인물인가요?,코믹 북 가이는 실제 인물인가요 아니면 가상의 캐릭터인가요?,코믹 북 가이,transliterate,no,no,no,yes,transliterate,correct,no,,gpt4o,acceptable,True,26.2691,49.4443,False,False,False,False,False,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q486606_1,gpt4o,Food,Where is Aleppo pepper commonly used?,알레포 고추는 주로 어디에서 사용되나요?,일반적으로 사용되는 알레포 고추?,알레포고추,translate,yes,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,40.8248,48.3086,False,True,False,False,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q732489_0,gpt4o,Landmark,How old is the Mariinskyi Palace?,마린스키 궁전은 몇 살입니까?,마린스키궁은 몇 살인가요?,마린스키궁,adapt,no,no,yes,yes,adapt,acceptable_alias,no,,gpt4o_mini,acceptable,True,35.9304,33.4153,False,True,False,False,False,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q732489_1,gpt4o,Landmark,Where is the Mariinskyi Palace located?,마린스키 궁전은 어디에 위치해 있습니까?,마린스키궁은 어디에 있나요?,마린스키궁,transliterate,yes,no,no,yes,transliterate,correct,no,,gpt4o,acceptable,True,27.3012,35.2262,False,False,False,False,False,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q732489_2,gpt4o,Landmark,What is the significance of the Mariinskyi Palace?,마린스키 궁전의 중요성은 무엇인가요?,마린스키궁의 의미는 무엇인가요?,마린스키궁,transliterate,yes,no,no,yes,transliterate,correct,no,,gpt4o,acceptable,True,35.9304,44.8191,False,True,False,False,False,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q1527383_0,gpt4o,Movie,Who starred in The Villain?,'더 빌런(The Villain)'의 주연은 누구였나요?,누가 빌런에 출연했나요?,빌런,transliterate,no,no,no,yes,preserve,acceptable_alias,maybe,,gpt4o,acceptable,False,22.9575,13.37,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q16255596_0,gpt4o,Movie,Who are the main actors in Eleventh Mom?,"""열한번째 엄마""의 주연 배우는 누구인가요?",열한번째 엄마의 주연 배우들은 누구야?,열한번째 엄마,translate,yes,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,27.3012,41.4834,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q16255596_1,gpt4o,Movie,Who directed the 2007 film Eleventh Mom?,"2007년 영화 ""열한번째 엄마""의 감독은 누구인가요?",2007년 영화 열한번째 엄마는 누가 감독했나요?,열한번째 엄마,adapt,yes,no,no,yes,translate,correct,no,,gpt4o,acceptable,False,29.0715,44.5978,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q685741_1,gpt4o,Movie,When was The Baker's Wife released?,"""제빵사의 아내""는 언제 개봉되었나요?",제빵사의 아내는 언제 출시되었나요?,제빵사의 아내,translate,yes,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,35.9304,47.1048,False,True,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q698796_0,gpt4o,Movie,Who played the lead role in Catherine the Great?,'예카테리나 대제'에서 주연을 맡은 배우는 누구였나요?,예카테리나 대제에서 누가 주연을 맡았나요?,예카테리나 대제,translate,yes,no,no,yes,translate,correct,no,,tie,acceptable,True,22.0896,41.8934,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q231213_2,gpt4o,Musical work,Can you provide a brief description of Symphony No. 4 by Mendelssohn?,"멘델스존의 교향곡 4번은 밝고 활기찬 선율로 특징지어지며 ""이탈리아""라는 별칭을 가지고 있다. 이 작품은 작곡가가 이탈리아 여행 중 받은 영감에 의해 탄생되었으며, 전반적으로 경쾌하고 낙천적인 분위기를 전달한다. 네 개의 악장으로 구성되며, 각 악장은 고유한 리듬과 멜로디를 통해 따뜻하고 생생한 이탈리아의 풍경을 그려낸다.",멘델스존의 교향곡 4번에 대한 간략한 설명을 해줄 수 있나요?,교향곡 4번,translate,yes,no,no,yes,translate,correct,no,,tie,acceptable,True,3.8659,22.0546,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q740088_0,gpt4o,Musical work,Can you give a brief description of Till Eulenspiegel's Merry Pranks?,틸 오일렌슈피겔의 유쾌한 장난들에 대한 간단한 설명을 제공해주세요.,틸 오일렌슈피겔의 유쾌한 장난에 대해 간략하게 설명해줄래?,틸 오일렌슈피겔의 유쾌한 장난,transliterate,no,no,no,yes,translate,acceptable_alias,maybe,,neither,acceptable,False,29.8475,47.9503,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q49967_1,gpt4o,Person,When did Adhemar of Le Puy live and where was he from?,아데마르 르퓌는 언제 살았고 어디 출신인가요?,아데마르는 언제 살았고 그는 어디에서 왔나요?,아데마르,transliterate,yes,no,no,partly,transliterate,acceptable_alias,maybe,,neither,acceptable,True,31.2394,33.1102,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q462372_1,gpt4o,Place of worship,When was Yellow Crane Tower first built and what was its original purpose?,"황학루는 처음 언제 세워졌고, 그 원래 목적은 무엇이었습니까?",황학루는 언제 처음 지어졌고 원래 목적은 무엇이었나요?,황학루,translate,yes,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,25.0986,42.9222,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q563102_0,gpt4o,Place of worship,How long have the Three Jewel Temples of Korea been in existence?,한국의 삼보사찰은 얼마나 오랫동안 존재해 왔나요?,삼보사찰 이 존재한 지 얼마나 되었나요?,삼보사찰,translate,yes,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,22.0896,25.158,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q563102_1,gpt4o,Place of worship,Where are the Three Jewel Temples of Korea located in South Korea?,한국의 삼보사찰은 어디에 위치해 있습니까?,한국에서 삼보사찰 은 어디에 있나요?,삼보사찰,translate,yes,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,32.4668,43.1733,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q563102_2,gpt4o,Place of worship,Can visitors explore the Three Jewel Temples of Korea on their own or are guided tours available?,"방문객들이 한국의 삼보사찰을 혼자 탐방할 수 있나요, 아니면 가이드 투어가 제공되나요?",방문객들은 삼보사찰 을 스스로 탐험할 수 있나요 아니면 가이드 투어를 이용할 수 있나요?,삼보사찰,translate,yes,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,23.4624,37.8453,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q850042_0,gpt4o,Place of worship,Is Uppsala Cathedral open to the public?,웁살라 대성당은 일반인에게 공개되어 있나요?,웁살라 대성당은 대중에게 개방되어 있습니까?,웁살라 대성당,transliterate,yes,no,no,yes,transliterate,correct,no,,tie,acceptable,True,38.6097,49.8041,False,True,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q975568_2,gpt4o,Place of worship,How old is Thiên Mụ Temple?,티엔무 사원은 얼마나 오래되었나요?,티엔무 사원 은 몇 살인가요,티엔무 사원,transliterate,no,no,no,yes,transliterate,correct,no,,gpt4o,acceptable,True,47.2871,36.0908,False,True,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q24659708_0,gpt4o,TV series,When was Blow Breeze first aired on television?,"""불어라 미풍아""는 처음으로 언제 방영되었나요?",불어라 미풍아는 언제 텔레비전에서 처음 방영되었나요?,불어라 미풍아,translate,yes,no,no,yes,translate,correct,no,,gpt4o,acceptable,True,24.7369,41.8466,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q483329_2,gpt4o,TV series,What is the genre of the TV series The Merchant of Joseon?,조선 상도의 드라마 장르는 사극입니다.,TV 시리즈 상도 의 장르는 무엇인가요?,상도,adapt,yes,no,yes,partly,adapt,acceptable_alias,no,,neither,acceptable,True,22.3523,12.9062,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,True,False,False
Q485094_1,gpt4o,TV series,What is the alternate title for the TV series The Accidental Couple?,그저 바라 보다가,TV 시리즈 그저 바라보다가 의 대체 제목은 무엇인가요?,그저 바라보다가,adapt,yes,no,yes,yes,adapt,correct,maybe,,neither,acceptable,True,0.0,26.4788,False,False,False,False,False,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q6856266_1,gpt4o,TV series,When was the South Korean TV series Grudge: The Revolt of Gumiho released?,한국 TV 시리즈 '구미호: 여우누이뎐'은 언제 방영되었습니까?,한국 TV 시리즈 구미호: 여우누이뎐는 언제 출시되었나요?,구미호: 여우누이뎐,adapt,yes,no,yes,yes,adapt,correct,no,,gpt4o,acceptable,True,36.5555,49.2961,False,True,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q6856266_2,gpt4o,TV series,How many episodes are there in the TV series Grudge: The Revolt of Gumiho?,드라마 구미호: 여우누이뎐은 몇 화로 구성되어 있나요?,TV 시리즈 구미호: 여우누이뎐에는 몇 개의 에피소드가 있나요?,구미호: 여우누이뎐,adapt,yes,no,yes,yes,adapt,correct,no,,gpt4o,acceptable,True,19.149,33.5569,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q7760898_2,gpt4o,TV series,Who is the host or narrator of The Rise of the Great Powers?,《대국굴기》의 진행자 또는 해설자는 누구입니까?,대국굴기 의 진행자나 내레이터는 누구인가요?,대국굴기,adapt,yes,no,yes,yes,adapt,correct,no,,gpt4o,acceptable,True,22.9575,23.1215,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q85867753_2,gpt4o,TV series,Where is The Mess You Leave Behind set?,"""네가 남긴 혼돈""의 배경은 어디인가요?",네가 남긴 혼돈 세트는 어디에 있나요?,네가 남긴 혼돈,adapt,yes,no,yes,yes,translate,correct,no,,neither,acceptable,False,30.2138,46.4819,False,False,False,True,True,True,True,1.0,general_metric_too_harsh_on_acceptable_output,True,False,False,False,False
Q1147583_2,gpt4o_mini,Artwork,What type of artwork is No Longer Human?,『노르가 인간』은 어떤 종류의 예술 작품인가요?,인간 실격는 어떤 종류의 작품인가요,인간 실격,translate,yes,no,no,no,translate,partial_entity_error,yes,,gpt4o,borderline,True,31.2394,42.127,False,False,False,False,False,False,False,0.5,borderline_human_and_metrics_fail,True,False,False,False,True
Q4330144_2,gpt4o_mini,Artwork,When was Vaster than Empires and More Slow first published?,"""Vaster than Empires and More Slow""는 1971년에 처음 출판되었습니다.",제국보다 광대하고 더욱 느리게 는 언제 처음 출판되었나요?,제국보다 광대하고 더욱 느리게,translate,no,no,no,partly,preserve,wrong_rendering_strategy,yes,,gpt4o,borderline,False,14.114,13.7918,False,False,False,False,False,False,False,0.0769,borderline_human_and_metrics_fail,True,True,False,False,True
Q641378_0,gpt4o_mini,Artwork,Is The Master Builder a book or a play?,《장인 건축가》는 희곡입니다.,건축가 솔네스 는 책인가요 아니면 연극인가요?,건축가 솔네스,adapt,yes,no,yes,partly,translate,wrong_rendering_strategy,yes,,neither,borderline,False,0.0,9.1202,False,False,False,False,False,False,False,0.5,borderline_human_and_metrics_fail,True,True,False,False,True
Q877510_1,gpt4o_mini,Book,"Who is the author of the book, The Phenomenology of Spirit?","그 책의 저자는 ""정신의 현상학""입니다.",정신 현상학 이라는 책의 저자는 누구인가요?,정신 현상학,translate,yes,no,no,partly,translate,partial_entity_error,yes,,gpt4o,borderline,True,35.9304,23.7014,False,True,False,False,False,False,False,0.6,borderline_human_and_metrics_fail,True,False,False,False,True
Q1074831_1,gpt4o_mini,Book series,Who created the Demon Lord Dante manga and anime series?,악마 군주 단테 만화 및 애니메이션 시리즈는 누구에 의해 창작되었나요?,누가 마왕 단테 만화와 애니메이션 시리즈를 만들었나요?,마왕 단테,adapt,yes,no,yes,partly,translate,wrong_rendering_strategy,yes,,neither,borderline,False,13.9508,38.917,False,False,False,False,False,False,False,0.5,borderline_human_and_metrics_fail,True,True,False,False,True
Q1504526_2,gpt4o_mini,Fictional entity,Which television franchise does Comic Book Guy appear in?,코믹북 남자가 등장하는 텔레비전 프랜차이즈는 무엇인가요?,코믹 북 가이는 어떤 TV 프랜차이즈에 출연하나요?,코믹 북 가이,transliterate,yes,no,no,partly,translate,partial_entity_error,yes,"should not translate ""guy"" to korean",gpt4o,borderline,False,22.0896,37.5935,False,False,False,False,False,False,False,0.6,borderline_human_and_metrics_fail,True,False,False,False,True
Q521659_1,gpt4o_mini,Fictional entity,How many rings does a member of the Vongola family receive as a mark of their rank?,봉고라 가문의 일원이 자신의 계급을 나타내는 반지를 몇 개 받습니까?,봉고레 패밀리의 구성원은 계급의 표시로 몇 개의 반지를 받나요?,봉고레 패밀리,transliterate,no,no,no,partly,transliterate,partial_entity_error,maybe,,gpt4o,borderline,True,14.9911,20.118,False,False,False,False,False,False,False,0.3333,borderline_human_and_metrics_fail,True,False,False,False,True
Q2265406_2,gpt4o_mini,Food,How is split pea prepared and cooked?,스플릿 완두콩은 어떻게 준비하고 요리하나요?,완두 짜개는 어떤 손질이 필요하고 요리는 어떻게 하나요?,완두 짜개,adapt,yes,no,no,partly,transliterate,wrong_rendering_strategy,yes,,gpt4o,borderline,False,27.3012,21.6768,False,False,False,False,False,False,False,0.5,borderline_human_and_metrics_fail,True,True,False,False,True
Q756800_1,gpt4o_mini,Food,Where does Sichuan pepper originate from?,쓰촨 후추는 어디서 유래되었나요?,사천 고추는 어디에서 유래했나요?,사천 고추,translate,yes,no,yes,partly,translate,wrong_rendering_strategy,yes,,neither,borderline,True,30.2138,25.9615,False,False,False,False,False,False,False,0.25,borderline_human_and_metrics_fail,True,True,False,False,True
Q756800_2,gpt4o_mini,Food,What gives Sichuan pepper its unique numbing sensation?,산초가 독특한 마비 감각을 주는 이유는 무엇인가요?,사천 고추에 독특한 감각이 느껴지는 것은 무엇인가요?,사천 고추,translate,no,no,yes,partly,adapt,incorrect_entity,yes,,neither,borderline,False,22.0896,24.8602,False,False,False,False,False,False,False,0.5,borderline_human_and_metrics_fail,True,False,False,False,True
Q894347_1,gpt4o_mini,Food,How is Bosnian pot traditionally cooked?,보스니아의 전통적인 요리법으로는 보스니아식 냄비 요리가 있습니다.,보스니아 냄비는 전통적으로 어떻게 요리되나요?,보스니아 냄비,translate,no,no,no,no,translate,partial_entity_error,yes,,gpt4o,borderline,True,15.6197,20.3267,False,False,False,False,False,False,False,0.6667,borderline_human_and_metrics_fail,True,False,False,False,True
