id,model_name,primary_entity_type,prediction,primary_reference_mention,reference_mentions,primary_mention_exact_match,any_reference_mention_exact_match,primary_mention_normalized_match,any_reference_mention_normalized_match,mention_substring_recall_proxy
Q16255596_1,vanilla_mt,Movie,2007년 영화 ‘십일조 엄마’의 주인공은 누구일까?,열한번째 엄마,"[""열한번째 엄마"", ""열한번째 엄마"", ""열한번째 엄마"", ""열한번째 엄마""]",False,False,False,False,0.3333
Q16255596_2,entity_aware_mt,Movie,영화의 열두 번째 엄마는 어떤 장르에 속하는가?,열한번째 엄마,"[""열한번째 엄마"", ""열한번째 엄마"", ""열한번째 엄마""]",False,False,False,False,0.6667
Q16255596_2,gpt4o_mini,Movie,영화 '11번째 엄마'는 어떤 장르인가요?,열한번째 엄마,"[""열한번째 엄마"", ""열한번째 엄마"", ""열한번째 엄마""]",False,False,False,False,0.6667
Q16255596_2,gpt4o,Movie,열한 번째 엄마는 어떤 장르인가요?,열한번째 엄마,"[""열한번째 엄마"", ""열한번째 엄마"", ""열한번째 엄마""]",False,False,True,True,1.0
Q16255596_2,vanilla_mt,Movie,영화 ‘11번째 엄마’는 어떤 장르에 속하는가?,열한번째 엄마,"[""열한번째 엄마"", ""열한번째 엄마"", ""열한번째 엄마""]",False,False,False,False,0.6667
Q162935_0,entity_aware_mt,Musical work,피아노 콘서트 노래 1번 (차이코프스키)이 언제 처음 연주되었습니까?,피아노 협주곡 1번,"[""피아노 협주곡 1번"", ""피아노 협주곡 1번"", ""피아노 협주곡 1번""]",False,False,False,False,0.375
Q162935_0,gpt4o_mini,Musical work,피아노 협주곡 1번은 처음 언제 공연되었나요?,피아노 협주곡 1번,"[""피아노 협주곡 1번"", ""피아노 협주곡 1번"", ""피아노 협주곡 1번""]",True,True,True,True,1.0
Q162935_0,gpt4o,Musical work,피아노 협주곡 1번은 처음 언제 연주되었나요?,피아노 협주곡 1번,"[""피아노 협주곡 1번"", ""피아노 협주곡 1번"", ""피아노 협주곡 1번""]",True,True,True,True,1.0
Q162935_0,vanilla_mt,Musical work,피아노 콘서트 번호 1은 언제 처음 연주되었습니까?,피아노 협주곡 1번,"[""피아노 협주곡 1번"", ""피아노 협주곡 1번"", ""피아노 협주곡 1번""]",False,False,False,False,0.375
Q162935_1,entity_aware_mt,Musical work,피아노 콘서트 노래 1번 (차이코프스키)의 종류는 무엇입니까?,피아노 협주곡 1번,"[""피아노 협주곡 1번"", ""피아노 협주곡 1번"", ""피아노 협주곡 1번""]",False,False,False,False,0.375
Q162935_1,gpt4o_mini,Musical work,피아노 협주곡 1번의 장르는 무엇인가요?,피아노 협주곡 1번,"[""피아노 협주곡 1번"", ""피아노 협주곡 1번"", ""피아노 협주곡 1번""]",True,True,True,True,1.0
Q162935_1,gpt4o,Musical work,피아노 협주곡 1번의 장르는 무엇인가요?,피아노 협주곡 1번,"[""피아노 협주곡 1번"", ""피아노 협주곡 1번"", ""피아노 협주곡 1번""]",True,True,True,True,1.0
Q162935_1,vanilla_mt,Musical work,피아노 콘서트 번호 1의 종류는 무엇입니까?,피아노 협주곡 1번,"[""피아노 협주곡 1번"", ""피아노 협주곡 1번"", ""피아노 협주곡 1번""]",False,False,False,False,0.375
Q162935_2,entity_aware_mt,Musical work,피아노 콘서트 번호 1 (차이코프스키)에는 얼마나 많은 움직임이 있습니까?,피아노 협주곡 1번,"[""피아노 협주곡 1번"", ""피아노 협주곡 1번"", ""피아노 협주곡 1번""]",False,False,False,False,0.375
Q162935_2,gpt4o_mini,Musical work,피아노 협주곡 1번은 몇 개의 악장으로 구성되어 있나요?,피아노 협주곡 1번,"[""피아노 협주곡 1번"", ""피아노 협주곡 1번"", ""피아노 협주곡 1번""]",True,True,True,True,1.0
Q162935_2,gpt4o,Musical work,피아노 협주곡 제1번은 몇 악장으로 구성되어 있습니까?,피아노 협주곡 1번,"[""피아노 협주곡 1번"", ""피아노 협주곡 1번"", ""피아노 협주곡 1번""]",False,False,False,False,0.75
Q162935_2,vanilla_mt,Musical work,피아노 콘서트 번호 1에는 얼마나 많은 움직임이 있습니까?,피아노 협주곡 1번,"[""피아노 협주곡 1번"", ""피아노 협주곡 1번"", ""피아노 협주곡 1번""]",False,False,False,False,0.375
Q16305809_0,entity_aware_mt,Food,사우 칩에는 진짜 이 포함되어 있습니까?,새우 칩,"[""새우 칩"", ""새우 칩""]",False,False,False,False,0.6667
Q16305809_0,gpt4o_mini,Food,새우 칩에는 실제 새우가 들어 있나요?,새우 칩,"[""새우 칩"", ""새우 칩""]",True,True,True,True,1.0
Q16305809_0,gpt4o,Food,새우깡에 실제 새우가 들어 있나요?,새우 칩,"[""새우 칩"", ""새우 칩""]",False,False,False,False,0.6667
Q16305809_0,vanilla_mt,Food,파우더 크레이커는 실제 파우더를 포함합니까?,새우 칩,"[""새우 칩"", ""새우 칩""]",False,False,False,False,0.3333
Q16305809_1,entity_aware_mt,Food,사우 칩은 어떻게 만들어졌습니까?,새우 칩,"[""새우 칩"", ""새우 칩"", ""새우 칩"", ""새우 칩""]",False,False,False,False,0.6667
Q16305809_1,gpt4o_mini,Food,새우 과자는 어떻게 만들어지나요?,새우 칩,"[""새우 칩"", ""새우 칩"", ""새우 칩"", ""새우 칩""]",False,False,False,False,0.6667
Q16305809_1,gpt4o,Food,새우 크래커는 어떻게 만들어지나요?,새우 칩,"[""새우 칩"", ""새우 칩"", ""새우 칩"", ""새우 칩""]",False,False,False,False,0.6667
Q16305809_1,vanilla_mt,Food,과연 크레이커는 어떻게 만들어진 것일까?,새우 칩,"[""새우 칩"", ""새우 칩"", ""새우 칩"", ""새우 칩""]",False,False,False,False,0.0
Q16305809_2,entity_aware_mt,Food,사우 칩이 인기있는 곳은 어디입니까?,새우 칩,"[""새우 칩"", ""새우 칩"", ""새우 칩""]",False,False,False,False,0.6667
Q16305809_2,gpt4o_mini,Food,새우 칩은 어디에서 인기 있나요?,새우 칩,"[""새우 칩"", ""새우 칩"", ""새우 칩""]",True,True,True,True,1.0
Q16305809_2,gpt4o,Food,새우 칩은 어디에서 인기가 있나요?,새우 칩,"[""새우 칩"", ""새우 칩"", ""새우 칩""]",True,True,True,True,1.0
Q16305809_2,vanilla_mt,Food,어디에서 푸른 크레이커가 인기가 있습니까?,새우 칩,"[""새우 칩"", ""새우 칩"", ""새우 칩""]",False,False,False,False,0.0
Q163775_0,entity_aware_mt,Musical work,중세 서양 고전 음악의 주요 작곡가가 누구였습니까?,중세 음악,"[""중세 음악""]",False,False,False,False,0.5
Q163775_0,gpt4o_mini,Musical work,중세 음악의 주요 작곡가는 누구였나요?,중세 음악,"[""중세 음악""]",True,True,True,True,1.0
Q163775_0,gpt4o,Musical work,중세 음악의 주요 작곡가는 누구였나요?,중세 음악,"[""중세 음악""]",True,True,True,True,1.0
Q163775_0,vanilla_mt,Musical work,중세 음악의 주요 작곡가들은 누구였습니까?,중세 음악,"[""중세 음악""]",True,True,True,True,1.0
Q163775_1,entity_aware_mt,Musical work,중세 서양 고전 음악의 지리적 기원은 무엇입니까?,중세의 서양 고전 음악,"[""중세의 서양 고전 음악""]",False,False,False,False,0.6667
Q163775_1,gpt4o_mini,Musical work,중세 음악의 지리적 기원은 어디인가요?,중세의 서양 고전 음악,"[""중세의 서양 고전 음악""]",False,False,False,False,0.2222
Q163775_1,gpt4o,Musical work,중세 음악의 지리적 기원은 어디인가요?,중세의 서양 고전 음악,"[""중세의 서양 고전 음악""]",False,False,False,False,0.2222
Q163775_1,vanilla_mt,Musical work,중세 음악의 지리적 기원은 무엇입니까?,중세의 서양 고전 음악,"[""중세의 서양 고전 음악""]",False,False,False,False,0.2222
Q163775_2,entity_aware_mt,Musical work,중세 서양 고전 음악과 다른 음악 스타일을 구별하는 것은 무엇입니까?,중세의 서양 고전 음악,"[""중세의 서양 고전 음악""]",False,False,False,False,0.6667
Q163775_2,gpt4o_mini,Musical work,중세 음악을 다른 음악 스타일과 구별짓는 것은 무엇인가요?,중세의 서양 고전 음악,"[""중세의 서양 고전 음악""]",False,False,False,False,0.2222
Q163775_2,gpt4o,Musical work,중세 음악을 다른 음악 스타일과 구분 짓는 것은 무엇인가요?,중세의 서양 고전 음악,"[""중세의 서양 고전 음악""]",False,False,False,False,0.2222
Q163775_2,vanilla_mt,Musical work,중세 음악과 다른 음악 스타일을 구별하는 것은 무엇입니까?,중세의 서양 고전 음악,"[""중세의 서양 고전 음악""]",False,False,False,False,0.2222
Q16385657_0,entity_aware_mt,Artwork,마음의 눈에 탐구되는 주요 주제는 무엇입니까?,마음의 눈,"[""마음의 눈"", ""마음의 눈"", ""마음의 눈"", ""마음의 눈""]",True,True,True,True,1.0
Q16385657_0,gpt4o_mini,Artwork,"""The Eye of Minds""에서 탐구되는 주요 테마는 무엇인가요?",마음의 눈,"[""마음의 눈"", ""마음의 눈"", ""마음의 눈"", ""마음의 눈""]",False,False,False,False,0.25
Q16385657_0,gpt4o,Artwork,《마인드 게임》의 주요 주제는 무엇인가요?,마음의 눈,"[""마음의 눈"", ""마음의 눈"", ""마음의 눈"", ""마음의 눈""]",False,False,False,False,0.25
Q16385657_0,vanilla_mt,Artwork,'눈의 마음'에서 탐구한 주요 주제는 무엇입니까?,마음의 눈,"[""마음의 눈"", ""마음의 눈"", ""마음의 눈"", ""마음의 눈""]",False,False,False,False,0.5
Q16385657_1,entity_aware_mt,Artwork,어떤 종류의 예술 작품이 마음의 눈에 영감을 받고 있습니까?,마음의 눈,"[""마음의 눈"", ""마음의 눈"", ""마음의 눈""]",True,True,True,True,1.0
Q16385657_1,gpt4o_mini,Artwork,"""마인드의 눈""에서 영감을 받은 예술 작품은 어떤 종류인가요?",마음의 눈,"[""마음의 눈"", ""마음의 눈"", ""마음의 눈""]",False,False,False,False,0.5
Q16385657_1,gpt4o,Artwork,마인드의 눈에 영감을 받은 미술 작품 유형은 무엇입니까?,마음의 눈,"[""마음의 눈"", ""마음의 눈"", ""마음의 눈""]",False,False,False,False,0.5
Q16385657_1,vanilla_mt,Artwork,어떤 종류의 예술 작품이 마음의 눈에 영감을 받고 있습니까?,마음의 눈,"[""마음의 눈"", ""마음의 눈"", ""마음의 눈""]",True,True,True,True,1.0
Q16385657_2,entity_aware_mt,Artwork,당신은 소설의 마음의 눈의 장르를 어떻게 묘사 할 것인가?,마음의 눈,"[""마음의 눈"", ""마음의 눈"", ""마음의 눈""]",True,True,True,True,1.0
Q16385657_2,gpt4o_mini,Artwork,소설 '마음의 눈'의 장르는 어떻게 설명할 수 있습니까?,마음의 눈,"[""마음의 눈"", ""마음의 눈"", ""마음의 눈""]",True,True,True,True,1.0
Q16385657_2,gpt4o,Artwork,"소설 ""마음의 눈""의 장르는 어떻게 설명하시겠습니까?",마음의 눈,"[""마음의 눈"", ""마음의 눈"", ""마음의 눈""]",True,True,True,True,1.0
Q16385657_2,vanilla_mt,Artwork,당신은 마음의 눈 (The Eye of Minds)의 장르를 어떻게 묘사 할 것인가?,마음의 눈,"[""마음의 눈"", ""마음의 눈"", ""마음의 눈""]",True,True,True,True,1.0
Q16386726_0,entity_aware_mt,Artwork,밤에 살고있는 것에 대한 간략한 설명을 제공 할 수 있습니까?,밤에 살다,"[""밤에 살다""]",False,False,False,False,0.75
Q16386726_0,gpt4o_mini,Artwork,"""Live by Night""는 벤 애플릭이 감독하고 주연한 범죄 드라마 영화로, 1920년대 금주 시대의 미국을 배경으로 한 이야기입니다. 주인공 조이 핸리(벤 애플릭)는 범죄 세계에 발을 들여 놓으며 권력과 부를 추구하지만, 그 과정에서 가족과 사랑, 배신의 복잡한 관계에 휘말리게 됩니다. 영화는 부패, 갈등, 그리고 인간성의 어두운 면을 탐구합니다.",밤에 살다,"[""밤에 살다""]",False,False,False,False,0.25
Q16386726_0,gpt4o,Artwork,라이브 바이 나이트에 대한 간략한 설명을 제공해 주시겠습니까?,밤에 살다,"[""밤에 살다""]",False,False,False,False,0.25
Q16386726_0,vanilla_mt,Artwork,Live by Night에 대한 간략한 설명을 제공 할 수 있습니까?,밤에 살다,"[""밤에 살다""]",False,False,False,False,0.25
Q16386726_1,entity_aware_mt,Artwork,밤에 살고 있는 저자는 누구인가?,밤에 살다,"[""밤에 살다""]",False,False,False,False,0.75
Q16386726_1,gpt4o_mini,Artwork,"""라이브 바이 나이트""의 저자는 누구인가요?",밤에 살다,"[""밤에 살다""]",False,False,False,False,0.0
Q16386726_1,gpt4o,Artwork,"""밤에 살다""의 저자는 누구입니까?",밤에 살다,"[""밤에 살다""]",True,True,True,True,1.0
Q16386726_1,vanilla_mt,Artwork,밤에 살아가는 책의 저자는 누구인가?,밤에 살다,"[""밤에 살다""]",False,False,False,False,0.75
Q16386726_2,entity_aware_mt,Artwork,밤에는 소설이 생기는 것일까?,라이브 바이 나이트,"[""라이브 바이 나이트""]",False,False,False,False,0.125
Q16386726_2,gpt4o_mini,Artwork,"""라이브 바이 나이트""는 소설인가요?",라이브 바이 나이트,"[""라이브 바이 나이트""]",True,True,True,True,1.0
Q16386726_2,gpt4o,Artwork,"""밤에 살다""는 소설인가요?",라이브 바이 나이트,"[""라이브 바이 나이트""]",False,False,False,False,0.0
Q16386726_2,vanilla_mt,Artwork,밤에 살아가는 것은 소설인가요?,라이브 바이 나이트,"[""라이브 바이 나이트""]",False,False,False,False,0.0
Q164652_0,entity_aware_mt,Musical work,10번 노래의 종류는 무엇입니까?,교향곡 10번,"[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",False,False,False,False,0.5
Q164652_0,gpt4o_mini,Musical work,교향곡 제10번의 장르는 무엇인가요?,교향곡 10번,"[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",False,False,False,False,0.5
Q164652_0,gpt4o,Musical work,교향곡 10번의 장르는 무엇인가요?,교향곡 10번,"[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",True,True,True,True,1.0
Q164652_0,vanilla_mt,Musical work,Symphony No. 10의 종류는 무엇입니까?,교향곡 10번,"[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",False,False,False,False,0.3333
Q164652_1,entity_aware_mt,Musical work,곡 10번은 유명한 음악 작품인가요?,교향곡 10번,"[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",False,False,False,False,0.6667
Q164652_1,gpt4o_mini,Musical work,교향곡 제10번은 유명한 음악 작품인가요?,교향곡 10번,"[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",False,False,False,False,0.5
Q164652_1,gpt4o,Musical work,교향곡 제10번은 유명한 음악 작품인가요?,교향곡 10번,"[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",False,False,False,False,0.5
Q164652_1,vanilla_mt,Musical work,Symphony No. 10은 유명한 음악 작품입니까?,교향곡 10번,"[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",False,False,False,False,0.3333
Q164652_2,entity_aware_mt,Musical work,Dmitri Shostakovich의 교향곡 10번에 대한 간략한 설명을 제공할 수 있습니까?,교향곡 10번,"[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",True,True,True,True,1.0
Q164652_2,gpt4o_mini,Musical work,"드미트리 쇼스타코비치의 교향곡 제10번은 1953년에 작곡된 작품으로, 그의 가장 중요한 교향곡 중 하나로 여겨집니다. 이 교향곡은 쇼스타코비치가 스탈린의 통치 아래에서 겪었던 고뇌와 고통을 반영하며, 정치적 억압에 대한 비판적인 시각을 담고 있습니다. 4악장으로 구성되어 있으며, 특히 첫 번째 악장은 강렬한 감정을 표현하고, 마지막 악장은 희망과 해방의 어조를 가지고 있습니다. 이 작품은 객관성과 주관성이 맞물려 있는 복잡한 감정적 여정을 전달합니다.",교향곡 10번,"[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",False,False,False,False,0.5
Q164652_2,gpt4o,Musical work,드미트리 쇼스타코비치의 교향곡 10번에 대한 간단한 설명을 제공할 수 있습니다.,교향곡 10번,"[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",True,True,True,True,1.0
Q164652_2,vanilla_mt,Musical work,Dmitri Shostakovich의 Symphony No. 10에 대한 간략한 설명을 제공 할 수 있습니까?,교향곡 10번,"[""교향곡 10번"", ""교향곡 10번"", ""교향곡 10번""]",False,False,False,False,0.3333
Q171384_0,entity_aware_mt,Artwork,아르메니아의 지도자와 사자들은 고대의 상징입니까?,아르메니아의 국장,"[""아르메니아의 국장"", ""아르메니아의 국장""]",False,False,False,False,0.75
Q171384_0,gpt4o_mini,Artwork,아르메니아 국장에 있는 독수리와 사자는 고대 상징인가요?,아르메니아의 국장,"[""아르메니아의 국장"", ""아르메니아의 국장""]",False,False,False,False,0.625
Q171384_0,gpt4o,Artwork,아르메니아의 문장에 있는 독수리와 사자는 고대 상징입니까?,아르메니아의 국장,"[""아르메니아의 국장"", ""아르메니아의 국장""]",False,False,False,False,0.75
Q171384_0,vanilla_mt,Artwork,아르메니아의 무기 덮개에있는 거북이와 사자는 고대의 상징입니까?,아르메니아의 국장,"[""아르메니아의 국장"", ""아르메니아의 국장""]",False,False,False,False,0.75
Q171384_1,entity_aware_mt,Artwork,아르메니아의 지휘관에서 양과 사자가 무엇을 나타내는가?,아르메니아의 국장,"[""아르메니아의 국장"", ""아르메니아의 국장""]",False,False,False,False,0.75
Q171384_1,gpt4o_mini,Artwork,아르메니아 문장의 독수리와 사자는 무엇을 상징하나요?,아르메니아의 국장,"[""아르메니아의 국장"", ""아르메니아의 국장""]",False,False,False,False,0.625
Q171384_1,gpt4o,Artwork,아르메니아의 국장에 있는 독수리와 사자는 무엇을 상징합니까?,아르메니아의 국장,"[""아르메니아의 국장"", ""아르메니아의 국장""]",True,True,True,True,1.0
Q171384_1,vanilla_mt,Artwork,아르메니아의 무기 덮개에서 사자와 사자는 무엇을 나타냅니까?,아르메니아의 국장,"[""아르메니아의 국장"", ""아르메니아의 국장""]",False,False,False,False,0.75
Q171384_2,entity_aware_mt,Artwork,아르메니아의 지도자는 새로운 상징과 오래된 상징을 결합합합니까?,아르메니아의 국장,"[""아르메니아의 국장"", ""아르메니아의 국장""]",False,False,False,False,0.75
Q171384_2,gpt4o_mini,Artwork,아르메니아의 문장은 새로운 기호와 오래된 기호를 결합하고 있습니까?,아르메니아의 국장,"[""아르메니아의 국장"", ""아르메니아의 국장""]",False,False,False,False,0.75
Q171384_2,gpt4o,Artwork,아르메니아의 국장은 새로운 상징과 오래된 상징을 결합하고 있습니까?,아르메니아의 국장,"[""아르메니아의 국장"", ""아르메니아의 국장""]",True,True,True,True,1.0
Q171384_2,vanilla_mt,Artwork,아르메니아의 무기 코트는 새로운 상징과 오래된 상징을 결합합합니까?,아르메니아의 국장,"[""아르메니아의 국장"", ""아르메니아의 국장""]",False,False,False,False,0.75
Q1764229_0,entity_aware_mt,Fictional entity,나팔산 전투는 어떻게 그것이 설정된 환상 세계에 영향을 미칩니 까?,나팔산성 전투,"[""나팔산성 전투"", ""나팔산성 전투""]",False,False,False,False,0.5
Q1764229_0,gpt4o_mini,Fictional entity,혼부르크 전투는 그 설정된 허구의 세계에 어떤 영향을 미칩니까?,나팔산성 전투,"[""나팔산성 전투"", ""나팔산성 전투""]",False,False,False,False,0.3333
Q1764229_0,gpt4o,Fictional entity,호른부르크 전투는 그 배경이 되는 가상의 세계에 어떤 영향을 미칩니까?,나팔산성 전투,"[""나팔산성 전투"", ""나팔산성 전투""]",False,False,False,False,0.3333
Q1764229_0,vanilla_mt,Fictional entity,Hornburg의 전투는 어떻게 그것이 설정하는 환상 세계에 영향을 미칩니 까?,나팔산성 전투,"[""나팔산성 전투"", ""나팔산성 전투""]",False,False,False,False,0.3333
Q1764229_1,entity_aware_mt,Fictional entity,나팔산성 전투에 참여한 주요 캐릭터는 누구였습니까?,나팔산성 전투,"[""나팔산성 전투"", ""나팔산성 전투""]",True,True,True,True,1.0
Q1764229_1,gpt4o_mini,Fictional entity,호른버그 전투에 관련된 주요 인물들은 누구인가요?,나팔산성 전투,"[""나팔산성 전투"", ""나팔산성 전투""]",False,False,False,False,0.3333
Q1764229_1,gpt4o,Fictional entity,호른부르크 전투에 관여한 주요 인물들은 누구였나요?,나팔산성 전투,"[""나팔산성 전투"", ""나팔산성 전투""]",False,False,False,False,0.3333
Q1764229_1,vanilla_mt,Fictional entity,Hornburg 전투에 참여한 주요 캐릭터는 누구였습니까?,나팔산성 전투,"[""나팔산성 전투"", ""나팔산성 전투""]",False,False,False,False,0.3333
Q1764229_2,entity_aware_mt,Fictional entity,나팔산 전투는 어디에서 일어나고 있습니까?,나팔산성 전투,"[""나팔산성 전투"", ""나팔산성 전투""]",False,False,False,False,0.5
Q1764229_2,gpt4o_mini,Fictional entity,혼부르크 전투는 어디에서 일어납니까?,나팔산성 전투,"[""나팔산성 전투"", ""나팔산성 전투""]",False,False,False,False,0.3333
Q1764229_2,gpt4o,Fictional entity,혼버그 전투는 어디에서 일어납니까?,나팔산성 전투,"[""나팔산성 전투"", ""나팔산성 전투""]",False,False,False,False,0.3333
Q1764229_2,vanilla_mt,Fictional entity,Hornburg 전투는 어디에서 일어나고 있습니까?,나팔산성 전투,"[""나팔산성 전투"", ""나팔산성 전투""]",False,False,False,False,0.3333
Q1769466_0,entity_aware_mt,Artwork,책 중력의 임무는 언제 출판되었습니까?,중력의 임무,"[""중력의 임무"", ""중력의 임무""]",True,True,True,True,1.0
Q1769466_0,gpt4o_mini,Artwork,"""Mission of Gravity"" 책은 언제 출판되었나요?",중력의 임무,"[""중력의 임무"", ""중력의 임무""]",False,False,False,False,0.0
Q1769466_0,gpt4o,Artwork,"책 ""중력의 사명""은 언제 출판되었나요?",중력의 임무,"[""중력의 임무"", ""중력의 임무""]",False,False,False,False,0.6
Q1769466_0,vanilla_mt,Artwork,중력의 임무(Mission of Gravity)는 언제 출판되었습니까?,중력의 임무,"[""중력의 임무"", ""중력의 임무""]",True,True,True,True,1.0
Q1769466_1,entity_aware_mt,Artwork,책 중력의 임무의 주제는 무엇입니까?,중력의 임무,"[""중력의 임무"", ""중력의 임무"", ""중력의 임무""]",True,True,True,True,1.0
Q1769466_1,gpt4o_mini,Artwork,'중력의 사명'이라는 책의 주제는 무엇인가요?,중력의 임무,"[""중력의 임무"", ""중력의 임무"", ""중력의 임무""]",False,False,False,False,0.6
Q1769466_1,gpt4o,Artwork,"""중력 임무""의 주제는 무엇인가요?",중력의 임무,"[""중력의 임무"", ""중력의 임무"", ""중력의 임무""]",False,False,False,False,0.4
Q1769466_1,vanilla_mt,Artwork,중력의 임무(Mission of Gravity)라는 책의 주제는 무엇입니까?,중력의 임무,"[""중력의 임무"", ""중력의 임무"", ""중력의 임무""]",True,True,True,True,1.0
Q1769466_2,entity_aware_mt,Artwork,중력의 임무를 한 단어로 어떻게 묘사할 것인가?,중력의 임무,"[""중력의 임무"", ""중력의 임무"", ""중력의 임무""]",True,True,True,True,1.0
Q1769466_2,gpt4o_mini,Artwork,중력의 임무,중력의 임무,"[""중력의 임무"", ""중력의 임무"", ""중력의 임무""]",True,True,True,True,1.0
Q1769466_2,gpt4o,Artwork,스릴링한,중력의 임무,"[""중력의 임무"", ""중력의 임무"", ""중력의 임무""]",False,False,False,False,0.0
Q1769466_2,vanilla_mt,Artwork,중력의 임무를 한 단어로 어떻게 묘사할 것인가?,중력의 임무,"[""중력의 임무"", ""중력의 임무"", ""중력의 임무""]",True,True,True,True,1.0
Q179492_0,entity_aware_mt,Artwork,보이니치 문서를 누가 썼습니까?,보이니치 필사본,"[""보이니치 필사본"", ""보이니치 필사본""]",False,False,False,False,0.5714
Q179492_0,gpt4o_mini,Artwork,보이니치 원고는 누가 썼습니까?,보이니치 필사본,"[""보이니치 필사본"", ""보이니치 필사본""]",False,False,False,False,0.5714
Q179492_0,gpt4o,Artwork,보이니치 필사본은 누가 썼나요?,보이니치 필사본,"[""보이니치 필사본"", ""보이니치 필사본""]",True,True,True,True,1.0
Q179492_0,vanilla_mt,Artwork,누가 Voynich Manuscript을 썼습니까?,보이니치 필사본,"[""보이니치 필사본"", ""보이니치 필사본""]",False,False,False,False,0.1429
Q179492_1,entity_aware_mt,Artwork,보이니치 문서는 어떻게 만들어졌습니까?,보이니치 필사본,"[""보이니치 필사본"", ""보이니치 필사본""]",False,False,False,False,0.5714
Q179492_1,gpt4o_mini,Artwork,보이니치 원고는 어떻게 만들어졌나요?,보이니치 필사본,"[""보이니치 필사본"", ""보이니치 필사본""]",False,False,False,False,0.5714
Q179492_1,gpt4o,Artwork,보이니치 원고는 어떻게 만들어졌나요?,보이니치 필사본,"[""보이니치 필사본"", ""보이니치 필사본""]",False,False,False,False,0.5714
Q179492_1,vanilla_mt,Artwork,Voynich Manuscript은 어떻게 만들어졌습니까?,보이니치 필사본,"[""보이니치 필사본"", ""보이니치 필사본""]",False,False,False,False,0.1429
Q179492_2,entity_aware_mt,Artwork,보이니치 문서를 독특하게 만드는 것은 무엇입니까?,보이니치 필사본,"[""보이니치 필사본"", ""보이니치 필사본""]",False,False,False,False,0.5714
Q179492_2,gpt4o_mini,Artwork,보이니치 원고를 독특하게 만드는 요소는 무엇인가요?,보이니치 필사본,"[""보이니치 필사본"", ""보이니치 필사본""]",False,False,False,False,0.5714
Q179492_2,gpt4o,Artwork,보이니치 원고가 독특한 이유는 무엇인가요?,보이니치 필사본,"[""보이니치 필사본"", ""보이니치 필사본""]",False,False,False,False,0.5714
Q179492_2,vanilla_mt,Artwork,무엇이 Voynich Manuscript을 독특하게 만드는가?,보이니치 필사본,"[""보이니치 필사본"", ""보이니치 필사본""]",False,False,False,False,0.1429
Q18003141_0,entity_aware_mt,Artwork,당신은 작은 자비로 예술 작품을 어떻게 묘사할 것인가?,보조 자비,"[""보조 자비""]",False,False,False,False,0.5
Q18003141_0,gpt4o_mini,Artwork,"""Ancillary Mercy""의 예술 작품을 어떻게 설명하시겠습니까?",보조 자비,"[""보조 자비""]",False,False,False,False,0.0
Q18003141_0,gpt4o,Artwork,"""앵실러리 머시""의 예술 작품을 어떻게 설명하시겠습니까?",보조 자비,"[""보조 자비""]",False,False,False,False,0.0
Q18003141_0,vanilla_mt,Artwork,어떻게 예술 작품을 Ancillary Mercy에서 묘사할 것인가?,보조 자비,"[""보조 자비""]",False,False,False,False,0.0
Q18003141_1,entity_aware_mt,Artwork,작은 자비의 저자는 누구입니까?,보조 자비,"[""보조 자비""]",False,False,False,False,0.5
Q18003141_1,gpt4o_mini,Artwork,"""Ancillary Mercy""의 저자는 누구인가요?",보조 자비,"[""보조 자비""]",False,False,False,False,0.25
Q18003141_1,gpt4o,Artwork,앙캐릴리 머시의 저자는 누구인가요?,보조 자비,"[""보조 자비""]",False,False,False,False,0.25
Q18003141_1,vanilla_mt,Artwork,Ancillary Mercy의 저자는 누구입니까?,보조 자비,"[""보조 자비""]",False,False,False,False,0.25
Q18003141_2,entity_aware_mt,Artwork,작은 자비는 과학 판타지 소설입니까?,보조 자비,"[""보조 자비""]",False,False,False,False,0.5
Q18003141_2,gpt4o_mini,Artwork,앤시러리 머시는 과학 소설 소설인가요?,보조 자비,"[""보조 자비""]",False,False,False,False,0.0
Q18003141_2,gpt4o,Artwork,앤실러리 머시는 공상 과학 소설인가요?,보조 자비,"[""보조 자비""]",False,False,False,False,0.0
Q18003141_2,vanilla_mt,Artwork,Ancillary Mercy는 과학 판타지 소설입니까?,보조 자비,"[""보조 자비""]",False,False,False,False,0.0
Q183562_0,entity_aware_mt,Place of worship,우마야 모스크는 어떤 건축 스타일로 알려져 있습니까?,우마이야 모스크,"[""우마이야 모스크"", ""우마이야 모스크"", ""우마이야 모스크""]",False,False,False,False,0.5714
