id,split,source,source_locale,target_locale,wikidata_id,entity_types,targets,reference_translation,reference_mention,reference_translations,reference_mentions,gpt4o_prediction,gpt4o_mini_prediction,primary_entity_type,selection_score,selection_reasons,gpt_models_differ,gpt4o_any_reference_mention_match,gpt4o_mini_any_reference_mention_match,model_mention_match_disagree,multi_reference_example,ascii_preservation_disagreement,selection_stage
Q21511960_1,validation,Who are the authors of the graphic novel This One Summer?,en,ko,Q21511960,"[""Book""]","[{""translation"": ""그래픽 소설 그해 여름의 저자는 누구입니까?"", ""mention"": ""그해 여름""}, {""translation"": ""그래픽 소설 그해 여름의 작가는 누구인가요?"", ""mention"": ""그해 여름""}, {""translation"": ""그래픽 소설 그해 여름 의 작가는 누구인가요?"", ""mention"": ""그해 여름""}]",그래픽 소설 그해 여름의 저자는 누구입니까?,그해 여름,"[""그래픽 소설 그해 여름의 저자는 누구입니까?"", ""그래픽 소설 그해 여름의 작가는 누구인가요?"", ""그래픽 소설 그해 여름 의 작가는 누구인가요?""]","[""그해 여름"", ""그해 여름"", ""그해 여름""]","그래픽 노블 ""This One Summer""의 작가는 누구입니까?",그래픽 노블 《이번 여름》의 저자는 누구인가요?,Book,7,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,False,False,False,True,True,seed
Q3943166_2,validation,"How does the Ryu, the Cave Boy series capture the imagination of young readers/viewers?",en,ko,Q3943166,"[""Book series"", ""TV series""]","[{""translation"": ""원시소년 류우시리즈는 어떻게 젊은 독자/시청자의 상상력을 사로잡나요?"", ""mention"": ""원시소년 류우""}, {""translation"": ""원시소년 류우 시리즈는 어떻게 젊은 독자 및 시청자의 상상력을 사로잡나요?"", ""mention"": ""원시소년 류우""}]",원시소년 류우시리즈는 어떻게 젊은 독자/시청자의 상상력을 사로잡나요?,원시소년 류우,"[""원시소년 류우시리즈는 어떻게 젊은 독자/시청자의 상상력을 사로잡나요?"", ""원시소년 류우 시리즈는 어떻게 젊은 독자 및 시청자의 상상력을 사로잡나요?""]","[""원시소년 류우"", ""원시소년 류우""]",류 동굴 소년 시리즈는 어떻게 어린 독자/시청자의 상상력을 사로잡나요?,"류, 동굴 소년 시리즈는 어떻게 젊은 독자/시청자의 상상을 사로잡는가?",Book series,7,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,False,False,False,True,False,seed
Q521659_2,validation,Which anime/manga series features the Vongola family?,en,ko,Q521659,"[""Fictional entity""]","[{""translation"": ""어떤 애니메이션/망가 시리즈가 봉고레 패밀리을 특징으로 하나요?"", ""mention"": ""봉고레 패밀리""}, {""translation"": ""봉고레 패밀리가 등장하는 애니메이션/만화 시리즈는 무엇인가요?"", ""mention"": ""봉고레 패밀리""}]",어떤 애니메이션/망가 시리즈가 봉고레 패밀리을 특징으로 하나요?,봉고레 패밀리,"[""어떤 애니메이션/망가 시리즈가 봉고레 패밀리을 특징으로 하나요?"", ""봉고레 패밀리가 등장하는 애니메이션/만화 시리즈는 무엇인가요?""]","[""봉고레 패밀리"", ""봉고레 패밀리""]",어떤 애니메이션/만화 시리즈에 봉고레 패밀리가 등장하나요?,"본가(Vongola) 가족이 등장하는 애니메이션/만화 시리즈는 ""가타네로(Gokudou-kun Manyuuki)""입니다.",Fictional entity,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,True,False,True,True,True,seed
Q35051_0,validation,Can white cabbage be grown in home gardens?,en,ko,Q35051,"[""Food""]","[{""translation"": ""양배추는 가정 정원에서 자랄 수 있나요?"", ""mention"": ""양배추""}, {""translation"": ""양배추는 집 텃밭에서 재배할 수 있나요?"", ""mention"": ""양배추""}]",양배추는 가정 정원에서 자랄 수 있나요?,양배추,"[""양배추는 가정 정원에서 자랄 수 있나요?"", ""양배추는 집 텃밭에서 재배할 수 있나요?""]","[""양배추"", ""양배추""]",흰 양배추를 가정용 정원에서 재배할 수 있나요?,집 정원에서 백채를 재배할 수 있나요?,Food,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,seed
Q732489_0,validation,How old is the Mariinskyi Palace?,en,ko,Q732489,"[""Landmark""]","[{""translation"": ""마린스키궁은 몇 살인가요?"", ""mention"": ""마린스키궁""}, {""translation"": ""마린스키궁은 얼마나 오래 되었나요?"", ""mention"": ""마린스키궁""}]",마린스키궁은 몇 살인가요?,마린스키궁,"[""마린스키궁은 몇 살인가요?"", ""마린스키궁은 얼마나 오래 되었나요?""]","[""마린스키궁"", ""마린스키궁""]",마린스키 궁전은 몇 살입니까?,마리인스키 궁전은 얼마나 오래되었나요?,Landmark,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,seed
Q698796_0,validation,Who played the lead role in Catherine the Great?,en,ko,Q698796,"[""Movie"", ""TV series""]","[{""translation"": ""예카테리나 대제에서 누가 주연을 맡았나요?"", ""mention"": ""예카테리나 대제""}, {""translation"": ""예카테리나 대제 드라마에서 누가 주연을 맡았나요?"", ""mention"": ""예카테리나 대제""}]",예카테리나 대제에서 누가 주연을 맡았나요?,예카테리나 대제,"[""예카테리나 대제에서 누가 주연을 맡았나요?"", ""예카테리나 대제 드라마에서 누가 주연을 맡았나요?""]","[""예카테리나 대제"", ""예카테리나 대제""]",'예카테리나 대제'에서 주연을 맡은 배우는 누구였나요?,캐서린 더 그레이트에서 주연을 맡은 사람은 누구인가요?,Movie,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,True,False,True,True,False,seed
Q260988_0,validation,How many movements are there in Symphony No. 7?,en,ko,Q260988,"[""Musical work""]","[{""translation"": ""교향곡 7번 에는 몇 개의 움직임이 있나요?"", ""mention"": ""교향곡 7번""}, {""translation"": ""교향곡 7번에는 몇 개의 움직임이 있나요?"", ""mention"": ""교향곡 7번""}]",교향곡 7번 에는 몇 개의 움직임이 있나요?,교향곡 7번,"[""교향곡 7번 에는 몇 개의 움직임이 있나요?"", ""교향곡 7번에는 몇 개의 움직임이 있나요?""]","[""교향곡 7번"", ""교향곡 7번""]",심포니 제7번에는 몇 개의 악장이 있습니까?,교향곡 7번에는 몇 개의 악장이 있나요?,Musical work,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,True,True,True,False,seed
Q2620906_2,validation,What significant contributions did Grigory Petrovsky make during his time in politics?,en,ko,Q2620906,"[""Person""]","[{""translation"": ""그리고리 페트로프스키는 정치에 종사하는 동안 어떤 중요한 공헌을 했습니까?"", ""mention"": ""그리고리 페트로프스키""}, {""translation"": ""그리고리 페트롭스키는 정치에서 어떤 중요한 기여를 했나요?"", ""mention"": ""그리고리 페트롭스키""}, {""translation"": ""그리고리 페트롭스키 는 정치에서 어떤 중요한 기여를 했나요?"", ""mention"": ""그리고리 페트롭스키""}]",그리고리 페트로프스키는 정치에 종사하는 동안 어떤 중요한 공헌을 했습니까?,그리고리 페트로프스키,"[""그리고리 페트로프스키는 정치에 종사하는 동안 어떤 중요한 공헌을 했습니까?"", ""그리고리 페트롭스키는 정치에서 어떤 중요한 기여를 했나요?"", ""그리고리 페트롭스키 는 정치에서 어떤 중요한 기여를 했나요?""]","[""그리고리 페트로프스키"", ""그리고리 페트롭스키"", ""그리고리 페트롭스키""]",그리고리 페트로프스키는 정치 활동 동안 어떤 중요한 기여를 했나요?,그리골리 페트로프스키가 정치에서 한 중요한 기여는 무엇인가요?,Person,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,seed
Q143042_1,validation,What type of place is the Studenica monastery?,en,ko,Q143042,"[""Place of worship""]","[{""translation"": ""스투데니차 수도원은 어떤 종류의 장소인가요?"", ""mention"": ""스투데니차 수도원""}, {""translation"": ""스투데니차 수도원은 어떤 곳인가요?"", ""mention"": ""스투데니차 수도원""}, {""translation"": ""스투데니차 수도원은 어떤 곳입니까?"", ""mention"": ""스투데니차 수도원""}]",스투데니차 수도원은 어떤 종류의 장소인가요?,스투데니차 수도원,"[""스투데니차 수도원은 어떤 종류의 장소인가요?"", ""스투데니차 수도원은 어떤 곳인가요?"", ""스투데니차 수도원은 어떤 곳입니까?""]","[""스투데니차 수도원"", ""스투데니차 수도원"", ""스투데니차 수도원""]",수데니차 수도원은 어떤 종류의 장소입니까?,스투데니차 수도원은 어떤 종류의 장소인가요?,Place of worship,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,True,True,True,False,seed
Q485094_0,validation,Where does The Accidental Couple TV series take place?,en,ko,Q485094,"[""TV series""]","[{""translation"": ""그저 바라보다가 TV 시리즈는 어디에서 열리나요?"", ""mention"": ""그저 바라보다가""}, {""translation"": ""그저 바라보다가 드라마는 어디에서 열리나요?"", ""mention"": ""그저 바라보다가""}, {""translation"": ""그저 바라보다가TV 시리즈는 어디에서 열리나요?"", ""mention"": ""그저 바라보다가""}]",그저 바라보다가 TV 시리즈는 어디에서 열리나요?,그저 바라보다가,"[""그저 바라보다가 TV 시리즈는 어디에서 열리나요?"", ""그저 바라보다가 드라마는 어디에서 열리나요?"", ""그저 바라보다가TV 시리즈는 어디에서 열리나요?""]","[""그저 바라보다가"", ""그저 바라보다가"", ""그저 바라보다가""]","""그저 바라보다가"" 드라마는 대한민국에서 배경으로 합니다.",《우연한 사랑》 TV 시리즈는 어디에서 진행되나요?,TV series,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,True,False,True,True,True,seed
Q3492886_2,validation,When was Specters of Marx published?,en,ko,Q3492886,"[""Artwork"", ""Book""]","[{""translation"": ""마르크스의 유령들은 언제 출판되었나요?"", ""mention"": ""마르크스의 유령들""}, {""translation"": ""마르크스의 유령들 은 언제 출판되었나요"", ""mention"": ""마르크스의 유령들""}, {""translation"": ""마르크스의 유령들 은 언제 출판되었나요?"", ""mention"": ""마르크스의 유령들""}]",마르크스의 유령들은 언제 출판되었나요?,마르크스의 유령들,"[""마르크스의 유령들은 언제 출판되었나요?"", ""마르크스의 유령들 은 언제 출판되었나요"", ""마르크스의 유령들 은 언제 출판되었나요?""]","[""마르크스의 유령들"", ""마르크스의 유령들"", ""마르크스의 유령들""]",「망령들의 유령」은 언제 출판되었나요?,"""마르크스의 유령들""은 언제 출판되었나요?",Artwork,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,False,True,True,True,False,seed
Q21511960_2,validation,When was the book This One Summer published?,en,ko,Q21511960,"[""Book""]","[{""translation"": ""그해 여름라는 책은 언제 출판되었습니까?"", ""mention"": ""그해 여름""}, {""translation"": ""그해 여름라는 책은 언제 출판되었나요?"", ""mention"": ""그해 여름""}, {""translation"": ""그해 여름 라는 책은 언제 출판되었나요?"", ""mention"": ""그해 여름""}]",그해 여름라는 책은 언제 출판되었습니까?,그해 여름,"[""그해 여름라는 책은 언제 출판되었습니까?"", ""그해 여름라는 책은 언제 출판되었나요?"", ""그해 여름 라는 책은 언제 출판되었나요?""]","[""그해 여름"", ""그해 여름"", ""그해 여름""]","책 ""This One Summer""은 언제 출판되었나요?","이 책 ""이번 여름""은 언제 출판되었나요?",Book,7,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,False,False,False,True,True,seed
Q1074831_1,validation,Who created the Demon Lord Dante manga and anime series?,en,ko,Q1074831,"[""Book series"", ""TV series""]","[{""translation"": ""누가 마왕 단테 만화와 애니메이션 시리즈를 만들었나요?"", ""mention"": ""마왕 단테""}]",누가 마왕 단테 만화와 애니메이션 시리즈를 만들었나요?,마왕 단테,"[""누가 마왕 단테 만화와 애니메이션 시리즈를 만들었나요?""]","[""마왕 단테""]",데몬 로드 단테 만화와 애니메이션 시리즈는 누가 만들었습니까?,악마 군주 단테 만화 및 애니메이션 시리즈는 누구에 의해 창작되었나요?,Book series,6,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multiple_entity_types""]",True,False,False,False,False,False,seed
Q2481465_1,validation,What role does Android 17 play in the anime and manga franchise?,en,ko,Q2481465,"[""Fictional entity"", ""Person""]","[{""translation"": ""애니메이션 및 만화 프랜차이즈에서 인조인간 17호은 어떤 역할을 하나요?"", ""mention"": ""인조인간 17호""}, {""translation"": ""애니메이션과 만화 프랜차이즈에서 인조인간 17호은 어떤 역할을 하나요?"", ""mention"": ""인조인간 17호""}, {""translation"": ""애니메이션과 만화 프랜차이즈에서 인조인간 17호 은 어떤 역할을 하나요?"", ""mention"": ""인조인간 17호""}, {""translation"": ""애니메이션과 만화 프랜차이즈에서인조인간 17호은 어떤 역할을 하나요?"", ""mention"": ""인조인간 17호""}]",애니메이션 및 만화 프랜차이즈에서 인조인간 17호은 어떤 역할을 하나요?,인조인간 17호,"[""애니메이션 및 만화 프랜차이즈에서 인조인간 17호은 어떤 역할을 하나요?"", ""애니메이션과 만화 프랜차이즈에서 인조인간 17호은 어떤 역할을 하나요?"", ""애니메이션과 만화 프랜차이즈에서 인조인간 17호 은 어떤 역할을 하나요?"", ""애니메이션과 만화 프랜차이즈에서인조인간 17호은 어떤 역할을 하나요?""]","[""인조인간 17호"", ""인조인간 17호"", ""인조인간 17호"", ""인조인간 17호""]",애니메이션과 만화 프랜차이즈에서 인조인간 17호는 어떤 역할을 맡고 있나요?,안드로이드 17은 애니메이션과 만화 프랜차이즈에서 어떤 역할을 하나요?,Fictional entity,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,True,False,True,True,False,seed
Q894347_2,validation,Are there any variations of Bosnian pot?,en,ko,Q894347,"[""Food""]","[{""translation"": ""보스니아 냄비의 변형이 있나요?"", ""mention"": ""보스니아 냄비""}, {""translation"": ""보스니아 냄비에도 변형이 있나요?"", ""mention"": ""보스니아 냄비""}]",보스니아 냄비의 변형이 있나요?,보스니아 냄비,"[""보스니아 냄비의 변형이 있나요?"", ""보스니아 냄비에도 변형이 있나요?""]","[""보스니아 냄비"", ""보스니아 냄비""]",보스니안 팟의 변형이 있습니까?,보스니아 냄비의 다양한 종류가 있나요?,Food,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,True,True,True,False,seed
Q1044613_1,validation,How would you describe the architecture of Helsinki Central Railway Station?,en,ko,Q1044613,"[""Landmark""]","[{""translation"": ""헬싱키 중앙역의 건축을 어떻게 설명하시겠습니까?"", ""mention"": ""헬싱키 중앙역""}, {""translation"": ""헬싱키 중앙역은 어떤 건축물입니까?"", ""mention"": ""헬싱키 중앙역""}]",헬싱키 중앙역의 건축을 어떻게 설명하시겠습니까?,헬싱키 중앙역,"[""헬싱키 중앙역의 건축을 어떻게 설명하시겠습니까?"", ""헬싱키 중앙역은 어떤 건축물입니까?""]","[""헬싱키 중앙역"", ""헬싱키 중앙역""]",헬싱키 중앙역의 건축 양식을 어떻게 설명하시겠습니까?,헬싱키 중앙 기차역의 건축 양식을 어떻게 설명하시겠습니까?,Landmark,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,seed
Q698796_2,validation,Is Catherine the Great a movie or a TV series?,en,ko,Q698796,"[""Movie"", ""TV series""]","[{""translation"": ""예카테리나 대제는 영화인가요 아니면 TV 시리즈인가요?"", ""mention"": ""예카테리나 대제""}, {""translation"": ""예카테리나 대제는 영화인가요 아니면 TV 시리즈 인가요?"", ""mention"": ""예카테리나 대제""}, {""translation"": ""예카테리나 대제는 영화인가요 아니면 드라마인가요?"", ""mention"": ""예카테리나 대제""}]",예카테리나 대제는 영화인가요 아니면 TV 시리즈인가요?,예카테리나 대제,"[""예카테리나 대제는 영화인가요 아니면 TV 시리즈인가요?"", ""예카테리나 대제는 영화인가요 아니면 TV 시리즈 인가요?"", ""예카테리나 대제는 영화인가요 아니면 드라마인가요?""]","[""예카테리나 대제"", ""예카테리나 대제"", ""예카테리나 대제""]","예카테리나 대제는 영화인가요, 아니면 TV 시리즈인가요?","카테리나 대제가 영화인가요, 아니면 TV 시리즈인가요?",Movie,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,True,False,True,True,False,seed
Q740088_0,validation,Can you give a brief description of Till Eulenspiegel's Merry Pranks?,en,ko,Q740088,"[""Musical work""]","[{""translation"": ""틸 오일렌슈피겔의 유쾌한 장난에 대해 간략하게 설명해줄래?"", ""mention"": ""틸 오일렌슈피겔의 유쾌한 장난""}, {""translation"": ""틸 오일렌슈피겔의 유쾌한 장난 에 대해 간략하게 설명해줄래?"", ""mention"": ""틸 오일렌슈피겔의 유쾌한 장난""}]",틸 오일렌슈피겔의 유쾌한 장난에 대해 간략하게 설명해줄래?,틸 오일렌슈피겔의 유쾌한 장난,"[""틸 오일렌슈피겔의 유쾌한 장난에 대해 간략하게 설명해줄래?"", ""틸 오일렌슈피겔의 유쾌한 장난 에 대해 간략하게 설명해줄래?""]","[""틸 오일렌슈피겔의 유쾌한 장난"", ""틸 오일렌슈피겔의 유쾌한 장난""]",틸 오일렌슈피겔의 유쾌한 장난들에 대한 간단한 설명을 제공해주세요.,틸 울렌슈피겔의 즐거운 장난에 대한 간단한 설명을 제공할 수 있습니다.,Musical work,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,seed
Q218295_0,validation,How is the President of Russia elected?,en,ko,Q218295,"[""Person""]","[{""translation"": ""러시아의 대통령은 어떻게 선출되나요?"", ""mention"": ""러시아의 대통령""}, {""translation"": ""러시아의 대통령은 어떻게 선출됩니까?"", ""mention"": ""러시아의 대통령""}]",러시아의 대통령은 어떻게 선출되나요?,러시아의 대통령,"[""러시아의 대통령은 어떻게 선출되나요?"", ""러시아의 대통령은 어떻게 선출됩니까?""]","[""러시아의 대통령"", ""러시아의 대통령""]",러시아의 대통령은 어떻게 선출되나요?,러시아 대통령은 어떻게 선출되나요?,Person,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,seed
Q563102_2,validation,Can visitors explore the Three Jewel Temples of Korea on their own or are guided tours available?,en,ko,Q563102,"[""Place of worship""]","[{""translation"": ""방문객들은 삼보사찰 을 스스로 탐험할 수 있나요 아니면 가이드 투어를 이용할 수 있나요?"", ""mention"": ""삼보사찰""}, {""translation"": ""관광객들은 삼보사찰을 직접 둘러볼 수 있나요 아니면 가이드 투어가 가능한가요?"", ""mention"": ""삼보사찰""}]",방문객들은 삼보사찰 을 스스로 탐험할 수 있나요 아니면 가이드 투어를 이용할 수 있나요?,삼보사찰,"[""방문객들은 삼보사찰 을 스스로 탐험할 수 있나요 아니면 가이드 투어를 이용할 수 있나요?"", ""관광객들은 삼보사찰을 직접 둘러볼 수 있나요 아니면 가이드 투어가 가능한가요?""]","[""삼보사찰"", ""삼보사찰""]","방문객들이 한국의 삼보사찰을 혼자 탐방할 수 있나요, 아니면 가이드 투어가 제공되나요?","방문객들이 한국의 삼보사원을 혼자 탐험할 수 있나요, 아니면 가이드 투어가 제공되나요?",Place of worship,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,seed
Q7760898_1,validation,What is the focus of the Chinese TV series The Rise of the Great Powers?,en,ko,Q7760898,"[""TV series""]","[{""translation"": ""중국 TV 시리즈 대국굴기 의 초점은 무엇인가요?"", ""mention"": ""대국굴기""}, {""translation"": ""중국 TV 시리즈 대국굴기의 초점은 무엇인가요?"", ""mention"": ""대국굴기""}]",중국 TV 시리즈 대국굴기 의 초점은 무엇인가요?,대국굴기,"[""중국 TV 시리즈 대국굴기 의 초점은 무엇인가요?"", ""중국 TV 시리즈 대국굴기의 초점은 무엇인가요?""]","[""대국굴기"", ""대국굴기""]","중국 드라마 ""대국굴기""의 초점은 무엇인가요?","중국 TV 시리즈 ""대국의 부상""의 초점은 무엇인가요?",TV series,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,True,False,True,True,True,seed
Q440784_2,validation,What type of artwork is The Robots of Dawn?,en,ko,Q440784,"[""Artwork"", ""Book""]","[{""translation"": ""새벽의 로봇은 어떤 작품인가요?"", ""mention"": ""새벽의 로봇""}, {""translation"": ""여명의 로봇은 어떤 종류의 작품인가요?"", ""mention"": ""여명의 로봇""}, {""translation"": ""새벽의 로봇 은 어떤 종류의 작품인가요"", ""mention"": ""새벽의 로봇""}]",새벽의 로봇은 어떤 작품인가요?,새벽의 로봇,"[""새벽의 로봇은 어떤 작품인가요?"", ""여명의 로봇은 어떤 종류의 작품인가요?"", ""새벽의 로봇 은 어떤 종류의 작품인가요""]","[""새벽의 로봇"", ""여명의 로봇"", ""새벽의 로봇""]",새벽의 로봇들은 어떤 형태의 예술 작품인가요?,"""썬의 로봇들""은 어떤 유형의 예술 작품인가요?",Artwork,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,True,False,True,True,False,hard_case
Q21511960_0,validation,What is the format of This One Summer?,en,ko,Q21511960,"[""Book""]","[{""translation"": ""그해 여름의 형식은 무엇입니까?"", ""mention"": ""그해 여름""}, {""translation"": ""그해 여름의 형식은 무엇인가요?"", ""mention"": ""그해 여름""}, {""translation"": ""그해 여름 의 형식은 무엇인가요?"", ""mention"": ""그해 여름""}]",그해 여름의 형식은 무엇입니까?,그해 여름,"[""그해 여름의 형식은 무엇입니까?"", ""그해 여름의 형식은 무엇인가요?"", ""그해 여름 의 형식은 무엇인가요?""]","[""그해 여름"", ""그해 여름"", ""그해 여름""]",이 원 서머의 형식은 무엇인가요?,이 여름의 형식은 무엇인가요?,Book,6,"[""model_text_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,False,False,False,True,False,hard_case
Q1504526_0,validation,Is Comic Book Guy a real person or a fictional character?,en,ko,Q1504526,"[""Fictional entity"", ""Person""]","[{""translation"": ""코믹 북 가이는 실제 인물인가요 아니면 가상의 캐릭터인가요?"", ""mention"": ""코믹 북 가이""}, {""translation"": ""만화책 가이는 실제 사람입니까 아니면 가상의 인물입니까?"", ""mention"": ""만화책 가이""}]",코믹 북 가이는 실제 인물인가요 아니면 가상의 캐릭터인가요?,코믹 북 가이,"[""코믹 북 가이는 실제 인물인가요 아니면 가상의 캐릭터인가요?"", ""만화책 가이는 실제 사람입니까 아니면 가상의 인물입니까?""]","[""코믹 북 가이"", ""만화책 가이""]",코믹북 가이는 실존 인물인가요 아니면 허구의 인물인가요?,"코믹북 남자는 실제 인물인가요, 아니면 허구의 캐릭터인가요?",Fictional entity,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""multiple_entity_types""]",True,True,False,True,True,False,hard_case
Q2830455_0,validation,What are some popular desserts that use condensed milk as an ingredient?,en,ko,Q2830455,"[""Food""]","[{""translation"": ""연유를 재료로 사용하는 인기 있는 디저트는 무엇인가요?"", ""mention"": ""연유""}, {""translation"": ""연유를 재료로 사용하는 인기 있는 디저트는 무엇인가요"", ""mention"": ""연유""}, {""translation"": ""연유를 이용한 유명한 디저트로는 무엇이 있나요?"", ""mention"": ""연유""}]",연유를 재료로 사용하는 인기 있는 디저트는 무엇인가요?,연유,"[""연유를 재료로 사용하는 인기 있는 디저트는 무엇인가요?"", ""연유를 재료로 사용하는 인기 있는 디저트는 무엇인가요"", ""연유를 이용한 유명한 디저트로는 무엇이 있나요?""]","[""연유"", ""연유"", ""연유""]",연유를 재료로 사용하는 인기 디저트는 무엇인가요?,응축우유를 재료로 사용하는 인기 있는 디저트는 무엇인가요?,Food,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q2570624_2,validation,When was the Radisson Royal Hotel in Moscow constructed?,en,ko,Q2570624,"[""Landmark""]","[{""translation"": ""모스크바의 호텔 우크라이나는 언제 지어졌나요?"", ""mention"": ""호텔 우크라이나""}, {""translation"": ""모스크바의 래디슨 로얄 호텔은 언제 지어졌나요?"", ""mention"": ""래디슨 로얄 호텔""}, {""translation"": ""모스크바의 래디슨 로열 호텔은 언제 지어졌나요?"", ""mention"": ""래디슨 로열 호텔""}]",모스크바의 호텔 우크라이나는 언제 지어졌나요?,호텔 우크라이나,"[""모스크바의 호텔 우크라이나는 언제 지어졌나요?"", ""모스크바의 래디슨 로얄 호텔은 언제 지어졌나요?"", ""모스크바의 래디슨 로열 호텔은 언제 지어졌나요?""]","[""호텔 우크라이나"", ""래디슨 로얄 호텔"", ""래디슨 로열 호텔""]",모스크바의 래디슨 로열 호텔은 언제 건설되었나요?,모스크바의 라디슨 로얄 호텔은 언제 건설되었나요?,Landmark,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
Q431093_1,validation,When was Sunrise: A Song of Two Humans released?,en,ko,Q431093,"[""Movie""]","[{""translation"": ""선라이즈은 언제 개봉되었나요?"", ""mention"": ""선라이즈""}, {""translation"": ""선라이즈는 언제 개봉되었나요?"", ""mention"": ""선라이즈""}]",선라이즈은 언제 개봉되었나요?,선라이즈,"[""선라이즈은 언제 개봉되었나요?"", ""선라이즈는 언제 개봉되었나요?""]","[""선라이즈"", ""선라이즈""]","""선라이즈: 두 인간의 노래""는 언제 개봉되었나요?","""서 sunrise: 두 인간의 노래""는 1927년 9월 23일에 개봉되었습니다.",Movie,11,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example"", ""ascii_preservation_disagreement""]",True,True,False,True,True,True,hard_case
Q246487_2,validation,When was Symphony No. 6 first performed?,en,ko,Q246487,"[""Musical work""]","[{""translation"": ""교향곡 6번은 언제 처음으로 연주되었습니까?"", ""mention"": ""교향곡 6번""}, {""translation"": ""교향곡 6번 은 언제 처음 공연되었나요?"", ""mention"": ""교향곡 6번""}, {""translation"": ""교향곡 6번은 언제 처음 공연되었나요?"", ""mention"": ""교향곡 6번""}]",교향곡 6번은 언제 처음으로 연주되었습니까?,교향곡 6번,"[""교향곡 6번은 언제 처음으로 연주되었습니까?"", ""교향곡 6번 은 언제 처음 공연되었나요?"", ""교향곡 6번은 언제 처음 공연되었나요?""]","[""교향곡 6번"", ""교향곡 6번"", ""교향곡 6번""]",교향곡 6번은 언제 처음 연주되었나요?,교향곡 제6번은 언제 처음 공연되었나요?,Musical work,10,"[""model_text_disagreement"", ""entity_mention_match_disagreement"", ""at_least_one_model_misses_reference_mention"", ""multi_reference_example""]",True,True,False,True,True,False,hard_case
